"location","lat","lon"
"Komponente","50.1355664","16.3837562"
"Land","43.9412045","-0.7532809"
"Partnerinstitutionen","51.31418","9.43861"
"Département","35.8797281","7.0936758"
"Il","40.6331249","-89.3985283"
"At","47.516231","14.550072"
"Kommune","55.6760968","12.5683372"
"Land","43.9412045","-0.7532809"
"it","41.87194","12.56738"
"Land","43.9412045","-0.7532809"
"At","47.516231","14.550072"
"it","41.87194","12.56738"
"Moreover","51.5198575","-0.1023627"
"Partnerinstitutionen","51.31418","9.43861"
"However","31.938723","35.042132"
"it","41.87194","12.56738"
"At","47.516231","14.550072"
"Land","43.9412045","-0.7532809"
"it","41.87194","12.56738"
"Komponente","50.1355664","16.3837562"
"Land","43.9412045","-0.7532809"
"Ebene","47.03376","10.32218"
"Rolle","46.4612971","6.3397549"
"Land","43.9412045","-0.7532809"
"Projektpartner","59.3338648","18.0640571"
"However","31.938723","35.042132"
"Land","43.9412045","-0.7532809"
"Land","43.9412045","-0.7532809"
"At","47.516231","14.550072"
"However","31.938723","35.042132"
"Land","43.9412045","-0.7532809"
"No","60.472024","8.468946"
"At","47.516231","14.550072"
"Moreover","51.5198575","-0.1023627"
"Komponente","50.1355664","16.3837562"
"Land","43.9412045","-0.7532809"
"Moreover","51.5198575","-0.1023627"
"Kommune","55.6760968","12.5683372"
"Komponente","50.1355664","16.3837562"
"Land","43.9412045","-0.7532809"
"Partnerinstitutionen","51.31418","9.43861"
"Komponente","50.1355664","16.3837562"
"Il","40.6331249","-89.3985283"
"entern","40.4242039","-74.1991766"
"Land","43.9412045","-0.7532809"
"At","47.516231","14.550072"
"it","41.87194","12.56738"
"Moreover","51.5198575","-0.1023627"
"it","41.87194","12.56738"
"it","41.87194","12.56738"
"At","47.516231","14.550072"
"At","47.516231","14.550072"
"Kommune","55.6760968","12.5683372"
"Komponente","50.1355664","16.3837562"
"it","41.87194","12.56738"
"Land","43.9412045","-0.7532809"
"Komponente","50.1355664","16.3837562"
"Land","43.9412045","-0.7532809"
"Partnerinstitutionen","51.31418","9.43861"
"However","31.938723","35.042132"
"it","41.87194","12.56738"
"Moreover","51.5198575","-0.1023627"
"it","41.87194","12.56738"
"entern","40.4242039","-74.1991766"
"At","47.516231","14.550072"
"However","31.938723","35.042132"
"it","41.87194","12.56738"
"Kommune","55.6760968","12.5683372"
"Land","43.9412045","-0.7532809"
"Appui","45.5062858","-73.569266"
"At","47.516231","14.550072"
"However","31.938723","35.042132"
"it","41.87194","12.56738"
"it","41.87194","12.56738"
"Communes","48.4326424","3.7035139"
"Land","43.9412045","-0.7532809"
"Land","43.9412045","-0.7532809"
"Mitglied","51.2392395","6.8266129"
"Land","43.9412045","-0.7532809"
"Rolle","46.4612971","6.3397549"
"InWEnt","51.2250538","6.7753585"
"Kommune","55.6760968","12.5683372"
"Land","43.9412045","-0.7532809"
"At","47.516231","14.550072"
"However","31.938723","35.042132"
"Land","43.9412045","-0.7532809"
"Résultats","47.2672606","6.0365322"
"At","47.516231","14.550072"
"Kommune","55.6760968","12.5683372"
"At","47.516231","14.550072"
"Ebene","47.03376","10.32218"
"InWEnt","51.2250538","6.7753585"
"Komponente","50.1355664","16.3837562"
"Land","43.9412045","-0.7532809"
"Rolle","46.4612971","6.3397549"
"No","60.472024","8.468946"
"Land","43.9412045","-0.7532809"
"Partnerinstitutionen","51.31418","9.43861"
"Ebene","47.03376","10.32218"
"Land","43.9412045","-0.7532809"
"Gespräch","47.52182","9.9699302"
"Komponente","50.1355664","16.3837562"
"Land","43.9412045","-0.7532809"
"erstens","51.2041004","4.4541088"
"Kommune","55.6760968","12.5683372"
"Land","43.9412045","-0.7532809"
"it","41.87194","12.56738"
"Kommune","55.6760968","12.5683372"
"Komponente","50.1355664","16.3837562"
"Land","43.9412045","-0.7532809"
"At","47.516231","14.550072"
"However","31.938723","35.042132"
"it","41.87194","12.56738"
"Land","43.9412045","-0.7532809"
"it","41.87194","12.56738"
"At","47.516231","14.550072"
"At","47.516231","14.550072"
"However","31.938723","35.042132"
"it","41.87194","12.56738"
"Moreover","51.5198575","-0.1023627"
"At","47.516231","14.550072"
"Moreover","51.5198575","-0.1023627"
"No","60.472024","8.468946"
"At","47.516231","14.550072"
"However","31.938723","35.042132"
"Appui","45.5062858","-73.569266"
"Résultats","47.2672606","6.0365322"
"Land","43.9412045","-0.7532809"
"Kommune","55.6760968","12.5683372"
"At","47.516231","14.550072"
"it","41.87194","12.56738"
"Land","43.9412045","-0.7532809"
"Land","43.9412045","-0.7532809"
"Ebene","47.03376","10.32218"
"Komponente","50.1355664","16.3837562"
"Land","43.9412045","-0.7532809"
"Partnerinstitutionen","51.31418","9.43861"
"Land","43.9412045","-0.7532809"
"Partnerinstitutionen","51.31418","9.43861"
"Veröffentlichung","52.16418","10.53034"
"At","47.516231","14.550072"
"Friedrich-Ebert-Allee","50.7111064","7.1270634"
"it","41.87194","12.56738"
"However","31.938723","35.042132"
"Land","43.9412045","-0.7532809"
"At","47.516231","14.550072"
"However","31.938723","35.042132"
"Département","35.8797281","7.0936758"
"Kommune","55.6760968","12.5683372"
"Land","43.9412045","-0.7532809"
"Partnerinstitutionen","51.31418","9.43861"
"At","47.516231","14.550072"
"However","31.938723","35.042132"
"Ebene","47.03376","10.32218"
"Kommune","55.6760968","12.5683372"
"PEV","49.310899","3.845434"
"Rolle","46.4612971","6.3397549"
"Land","43.9412045","-0.7532809"
"Partnerinstitutionen","51.31418","9.43861"
"Projektpersonal","50.2227229","18.9658618"
"Kommune","55.6760968","12.5683372"
"Land","43.9412045","-0.7532809"
"Veröffentlichung","52.16418","10.53034"
"Kommune","55.6760968","12.5683372"
"Land","43.9412045","-0.7532809"
"Partnerinstitutionen","51.31418","9.43861"
"Komponente","50.1355664","16.3837562"
"Land","43.9412045","-0.7532809"
"Partnerinstitutionen","51.31418","9.43861"
"However","31.938723","35.042132"
"Land","43.9412045","-0.7532809"
"Partnerinstitutionen","51.31418","9.43861"
"However","31.938723","35.042132"
"Land","43.9412045","-0.7532809"
"erstens","51.2041004","4.4541088"
"Veröffentlichung","52.16418","10.53034"
"it","41.87194","12.56738"
"Partnerinstitutionen","51.31418","9.43861"
"Ebene","47.03376","10.32218"
"Komponente","50.1355664","16.3837562"
"Land","43.9412045","-0.7532809"
"Rolle","46.4612971","6.3397549"
"At","47.516231","14.550072"
"it","41.87194","12.56738"
"At","47.516231","14.550072"
"it","41.87194","12.56738"
"Land","43.9412045","-0.7532809"
"PEV","49.310899","3.845434"
"However","31.938723","35.042132"
"it","41.87194","12.56738"
"However","31.938723","35.042132"
"it","41.87194","12.56738"
"Komponente","50.1355664","16.3837562"
"Land","43.9412045","-0.7532809"
"Leitfaden","52.5415587","13.4221003"
"However","31.938723","35.042132"
"it","41.87194","12.56738"
"Land","43.9412045","-0.7532809"
"Partnerinstitutionen","51.31418","9.43861"
"Gespräch","47.52182","9.9699302"
"Partnerinstitutionen","51.31418","9.43861"
"Veröffentlichung","52.16418","10.53034"
"Land","43.9412045","-0.7532809"
"PEV","49.310899","3.845434"
"Land","43.9412045","-0.7532809"
"At","47.516231","14.550072"
"However","31.938723","35.042132"
"Projektpartner","59.3338648","18.0640571"
"Land","43.9412045","-0.7532809"
"PEV","49.310899","3.845434"
"Land","43.9412045","-0.7532809"
"Komponente","50.1355664","16.3837562"
"Land","43.9412045","-0.7532809"
"Land","43.9412045","-0.7532809"
"Partnerinstitutionen","51.31418","9.43861"
"However","31.938723","35.042132"
"it","41.87194","12.56738"
"Land","43.9412045","-0.7532809"
"Moreover","51.5198575","-0.1023627"
"Land","43.9412045","-0.7532809"
"Kommune","55.6760968","12.5683372"
"Land","43.9412045","-0.7532809"
"Land","43.9412045","-0.7532809"
"Appui","45.5062858","-73.569266"
"At","47.516231","14.550072"
"Land","43.9412045","-0.7532809"
"it","41.87194","12.56738"
"Résultats","47.2672606","6.0365322"
"Land","43.9412045","-0.7532809"
"Département","35.8797281","7.0936758"
"Land","43.9412045","-0.7532809"
"Il","40.6331249","-89.3985283"
"Kommune","55.6760968","12.5683372"
"Land","43.9412045","-0.7532809"
"However","31.938723","35.042132"
"Land","43.9412045","-0.7532809"
"PEV","49.310899","3.845434"
"However","31.938723","35.042132"
"it","41.87194","12.56738"
"No","60.472024","8.468946"
"At","47.516231","14.550072"
"Friedrich-Ebert-Allee","50.7111064","7.1270634"
"Gespräch","47.52182","9.9699302"
"Komponente","50.1355664","16.3837562"
"Land","43.9412045","-0.7532809"
"Leitfaden","52.5415587","13.4221003"
"Partnerinstitutionen","51.31418","9.43861"
"However","31.938723","35.042132"
"PEV","49.310899","3.845434"
"Komponente","50.1355664","16.3837562"
"Land","43.9412045","-0.7532809"
"Partnerinstitutionen","51.31418","9.43861"
"PEV","49.310899","3.845434"
"However","31.938723","35.042132"
"it","41.87194","12.56738"
"Moreover","51.5198575","-0.1023627"
"PEV","49.310899","3.845434"
"it","41.87194","12.56738"
"Ebene","47.03376","10.32218"
"Leitfaden","52.5415587","13.4221003"
"Rolle","46.4612971","6.3397549"
"No","60.472024","8.468946"
"Moreover","51.5198575","-0.1023627"
"it","41.87194","12.56738"
"Moreover","51.5198575","-0.1023627"
"Komponente","50.1355664","16.3837562"
"Moreover","51.5198575","-0.1023627"
"it","41.87194","12.56738"
"Moreover","51.5198575","-0.1023627"
"Partnerinstitutionen","51.31418","9.43861"
"it","41.87194","12.56738"
"PEV","49.310899","3.845434"
"it","41.87194","12.56738"
"Land","43.9412045","-0.7532809"
"PEV","49.310899","3.845434"
"PEV","49.310899","3.845434"
"PEV","49.310899","3.845434"
"it","41.87194","12.56738"
"erstens","51.2041004","4.4541088"
"Komponente","50.1355664","16.3837562"
"However","31.938723","35.042132"
"PEV","49.310899","3.845434"
"However","31.938723","35.042132"
"it","41.87194","12.56738"
"Moreover","51.5198575","-0.1023627"
"Projektpersonal","50.2227229","18.9658618"
"Veröffentlichung","52.16418","10.53034"
"Veröffentlichung","52.16418","10.53034"
"Land","43.9412045","-0.7532809"
"PEV","49.310899","3.845434"
"PEV","49.310899","3.845434"
"No","60.472024","8.468946"
"PEV","49.310899","3.845434"
"Leitfaden","52.5415587","13.4221003"
"Kommune","55.6760968","12.5683372"
"Land","43.9412045","-0.7532809"
"Land","43.9412045","-0.7532809"
"Land","43.9412045","-0.7532809"
"PEV","49.310899","3.845434"
"it","41.87194","12.56738"
"Land","43.9412045","-0.7532809"
"Partnerinstitutionen","51.31418","9.43861"
"Moreover","51.5198575","-0.1023627"
"Projektpersonal","50.2227229","18.9658618"
"Kommune","55.6760968","12.5683372"
"Land","43.9412045","-0.7532809"
"Land","43.9412045","-0.7532809"
"Partnerinstitutionen","51.31418","9.43861"
"Land","43.9412045","-0.7532809"
"Kommune","55.6760968","12.5683372"
"Land","43.9412045","-0.7532809"
"Land","43.9412045","-0.7532809"
"However","31.938723","35.042132"
"Moreover","51.5198575","-0.1023627"
"erstens","51.2041004","4.4541088"
"erstens","51.2041004","4.4541088"
"Leitfaden","52.5415587","13.4221003"
"PEV","49.310899","3.845434"
"Land","43.9412045","-0.7532809"
"it","41.87194","12.56738"
"Moreover","51.5198575","-0.1023627"
"Leitfaden","52.5415587","13.4221003"
"it","41.87194","12.56738"
"Land","43.9412045","-0.7532809"
"Leitfaden","52.5415587","13.4221003"
"Ressources en Eau","35.8275346","2.4546142"
"Land","43.9412045","-0.7532809"
"Land","43.9412045","-0.7532809"
"PEV","49.310899","3.845434"
"Land","43.9412045","-0.7532809"
"erstens","51.2041004","4.4541088"
"Veröffentlichung","52.16418","10.53034"
"Land","43.9412045","-0.7532809"
"Mitglied","51.2392395","6.8266129"
"PEV","49.310899","3.845434"
"Rolle","46.4612971","6.3397549"
"Kommune","55.6760968","12.5683372"
"PEV","49.310899","3.845434"
"it","41.87194","12.56738"
"Friedrich-Ebert-Allee","50.7111064","7.1270634"
"Moreover","51.5198575","-0.1023627"
"Land","43.9412045","-0.7532809"
"Leitfaden","52.5415587","13.4221003"
"PEV","49.310899","3.845434"
"it","41.87194","12.56738"
"Land","43.9412045","-0.7532809"
"Ressources en Eau","35.8275346","2.4546142"
"PEV","49.310899","3.845434"
"Rolle","46.4612971","6.3397549"
"PEV","49.310899","3.845434"
"it","41.87194","12.56738"
"Ebene","47.03376","10.32218"
"PEV","49.310899","3.845434"
"Rolle","46.4612971","6.3397549"
"Département","35.8797281","7.0936758"
"Land","43.9412045","-0.7532809"
"erstens","51.2041004","4.4541088"
"Friedrich-Ebert-Allee","50.7111064","7.1270634"
"Land","43.9412045","-0.7532809"
"Mitglied","51.2392395","6.8266129"
"Komponente","50.1355664","16.3837562"
"Land","43.9412045","-0.7532809"
"Land","43.9412045","-0.7532809"
"Komponente","50.1355664","16.3837562"
"Land","43.9412045","-0.7532809"
"Land","43.9412045","-0.7532809"
"A l’immédiat","46.766326","-71.3699501"
"área de proteção ambiental","-6.3944183","-39.2691503"
"appui au","6.1243289","1.2125315"
"ASTEP","40.7585913","-73.9846199"
"Apagão “","-22.5762753","-47.0204859"
"APCI","40.5524605","-75.5984546"
"Arbeitslose","52.3749868","9.6998764"
"Arbeitskreis","51.61031","7.22606"
"Arbeitsmarkt","51.0770461","13.724157"
"Arbeitgeber","47.5492454","7.5853165"
"Arbeitsamt","52.6956832","7.296043"
"Arbeitgeber","47.5492454","7.5853165"
"Arbeitsmark","51.0770461","13.724157"
"Arbeitsgruppe","48.2522858","16.4293384"
"Aufenthalt","53.07115","8.86515"
"Appui à la","32.8636531","-96.6543876"
"Appui à la","32.8636531","-96.6543876"
"Appui à et","32.8636531","-96.6543876"
"Appui à l’emploi","47.0487578","-70.888003"
"Arbeitsbereich","52.16019","10.5495"
"auch","43.64638","0.586709"
"AO","47.516231","14.550072"
"Arbeitslose","52.3749868","9.6998764"
"Arbeitsmarkt","51.0770461","13.724157"
"Arbeitsmarkt","51.0770461","13.724157"
"Ärzten/Ärztinnen","52.48263","13.38175"
"Appui à la Microfinance en Tunisie","36.834451","10.186541"
"Auftakt-","50.9219693","7.0066566"
"Auftrag","48.1339617","16.2828797"
"B15","49.0413697","12.1012212"
"Ausbildungszentrum","48.0876759","9.8052697"
"Ausbildungsinstitut","54.3232","10.1382944"
"Ausbildungszentrum","48.0876759","9.8052697"
"Bad Boll","48.6405649","9.6137842"
"Auszubildende","50.9016205","12.0902369"
"Ausgleich","53.13297","8.72642"
"Auszubildende/Weiterzubildende","49.922569","7.281918"
"außen","43.071459","-0.067967"
"außen","43.071459","-0.067967"
"Auszubildende/Weiterzubildende","49.922569","7.281918"
"Auszubildende","50.9016205","12.0902369"
"außen","43.071459","-0.067967"
"Auszubildende","50.9016205","12.0902369"
"Auszubildende/Weiterzubildende","49.922569","7.281918"
"Auszubildende","50.9016205","12.0902369"
"Bad Homburg GOPA","50.2303133","8.6058774"
"Auszubildende/Weiterzubildende","49.922569","7.281918"
"Ausbildungs","50.74857","12.48222"
"Baccalaureat Technique","53.422557","-2.248034"
"Ausgleich","53.13297","8.72642"
"Ausschuß","49.2619117","7.3607669"
"Axe","37.3924844","-94.6999138"
"Automechanika","54.3095898","18.5618607"
"außen","43.071459","-0.067967"
"Axe","37.3924844","-94.6999138"
"Bankfiliale","50.1140901","8.6863517"
"B and 686","38.050527","-83.9205511"
"B and 900","47.5057726","-122.1699925"
"Ausbildungszentrum","48.0876759","9.8052697"
"B. Qualitätsmanagement","53.6746557","10.0286927"
"Bankmitarbeiter","40.7565397","-73.9753434"
"Auszubildende","50.9016205","12.0902369"
"Avenida","40.7222493","-73.9830412"
"außen","43.071459","-0.067967"
"berlinwasser","52.51583","13.41086"
"Bauwerk","53.5448603","9.9493929"
"Bezirk","35.2002473","32.9902498"
"Bauträger","49.4573806","11.1270606"
"Baumschule","51.4507406","10.8338175"
"Bezirk","35.2002473","32.9902498"
"Beratungsservice","51.25772","7.1311"
"Beruf","55.681993","12.587637"
"Berufsbildungsschule","47.504198","8.7200427"
"Berufsbildungszentrum","51.1899","6.69439"
"besuchen","50.9155074","6.8589337"
"BG","42.733883","25.48583"
"Bauverbände","51.50342","7.5009801"
"Berufsschule","47.8969687","13.761892"
"Beratungsdienstleistungen","47.1772256","8.5176249"
"Berufscolleges","51.45353","7.00214"
"Betrieb","48.7500985","9.1453028"
"Berufsbildungsbehörden","53.5734678","10.0318673"
"Berufsschule","47.8969687","13.761892"
"Berufsschule","47.8969687","13.761892"
"Bedarrf","48.1505365","11.5785749"
"Berrufsbildungs","48.4691706","10.4337944"
"Berufsbildun","52.5058825","13.3930313"
"Berufswah","47.3324131","8.8150593"
"Beschäftigun","51.45032","8.83615"
"Bewertun","52.1574961","9.9566878"
"Beratungz","54.807534","9.460778"
"Beratungz","54.807534","9.460778"
"bedarfsorientiert","52.461122","13.364933"
"Berufsschule","47.8969687","13.761892"
"Betrieb","48.7500985","9.1453028"
"Berufsschule","47.8969687","13.761892"
"Berufsschule","47.8969687","13.761892"
"Berufsschule","47.8969687","13.761892"
"Benefit-Sharing","26.746053","-80.310082"
"Berufsverband","50.114352","8.6845664"
"Bauwesen","49.186146","8.545543"
"Beruf","55.681993","12.587637"
"Berufsbildungsbehörden","53.5734678","10.0318673"
"Berufsschule","47.8969687","13.761892"
"Bauernorganisation","48.6542474","9.3588422"
"Bayer","40.8177659","-74.4124653"
"Beerenobst","52.68384","9.6281"
"Beraterteam","47.4954718","8.4463338"
"Bibliography","52.0369486","-2.4212912"
"besuchen","50.9155074","6.8589337"
"Bezirk","35.2002473","32.9902498"
"botan","47.595462","6.84982"
"BKK","13.6899991","100.7501124"
"BUFA Dortmund","51.51383","7.47004"
"Blumenzwiebel","55.1887933","11.7252812"
"Breve","35.0833562","-106.6522399"
"BMO","38.922438","-94.648296"
"BMOs","43.7142643","-79.7265355"
"Bo","-16.290154","-63.588653"
"Brain","47.169383","-1.72217"
"Blended Learning","42.8129748","-84.5276767"
"caf","36.0693448","-79.8094501"
"CEFE","50.9299544","6.9408413"
"CEFET-RJ","-22.912183","-43.224416"
"Bürgerkomitee","51.3417677","12.370023"
"C’est","43.6483431","-79.3733849"
"Ceci","40.7567077","-73.981173"
"Ce","-5.4983977","-39.3206241"
"Bürgerbüro","48.1536287","11.5357361"
"Bundesdistrikt","28.1997977","-82.6452282"
"Bundesgerichtshof","49.0060722","8.3963523"
"Bundesstraße BR","-17.1823937","-39.3954932"
"Bürgerbüro","48.1536287","11.5357361"
"CBNRM","58.1468677","7.9927606"
"Casamance","53.58301","9.98087"
"Ceci n’est","39.6014789","-75.937697"
"C 2","47.3957098","-94.7798301"
"CapacityWORKS","51.4962137","-0.0832719"
"BVerfG","49.0131399","8.4022319"
"Bürgerbüro","48.1536287","11.5357361"
"CDB","28.0552205","-82.3996736"
"CapacityWORKS","51.4962137","-0.0832719"
"CapacityWORKS","51.4962137","-0.0832719"
"Bürgerbüro","48.1536287","11.5357361"
"CCE","40.8073255","-73.9588324"
"Bürgerschaft","50.2827663","6.265578"
"Bundesinstitut","50.7064312","7.1386925"
"CEFORP","-3.6821112","-40.3438787"
"chart","43.526897","1.804925"
"Chinesisch-Deutsches","51.8047373","10.3352744"
"Chambe","46.0946039","0.238723"
"CNE","43.6330556","-79.4226082"
"CNE","43.6330556","-79.4226082"
"Chachi","30.0480544","-95.1856566"
"Combien","43.282454","-0.5776829"
"Chaine","43.568983","5.484796"
"Charge","47.432341","1.030288"
"chinesisch Regierung","51.9198341","4.4766227"
"Centre de Formation","46.7585753","-71.2866829"
"Chargé","47.432341","1.030288"
"Centre de Formation","46.7585753","-71.2866829"
"Climatiques","45.6820647","4.9541302"
"Centre de Santé","49.882267","-97.120713"
"Civil","41.3705328","-71.8195974"
"CNM","35.0719041","-106.6290324"
"Centre de Formation","46.7585753","-71.2866829"
"Centre de Formation","46.7585753","-71.2866829"
"Chambres","44.589761","-0.200077"
"Chambres de Commerce","45.4929463","-75.706256"
"CITES","40.1129646","-88.2270237"
"Cj","38.5931994","-90.3596709"
"Collecte","43.19629","2.067898"
"Centre de Formation en Gestion","45.6369055","-73.6433523"
"Civil","41.3705328","-71.8195974"
"Centro","41.5858943","-93.6301014"
"Charge","47.432341","1.030288"
"Citizens","38.0829429","-95.1544813"
"CHFs","38.197416","-84.861234"
"dahlem","52.454918","13.2739435"
"Couloir de Passage “","46.4812923","5.448963"
"Consejos","33.6496996","-117.6499951"
"Consejos","33.6496996","-117.6499951"
"Competency","35.655031","-97.4741868"
"Consejos","33.6496996","-117.6499951"
"Compétence","45.4045085","-73.5046452"
"Compétence en Formation","45.4045085","-73.5046452"
"Comité de Riz “","46.767322","3.485432"
"Critique","38.6428905","-90.2390109"
"Coord","41.334468","-105.6025013"
"Constitucional","27.5069427","-99.5777799"
"Consulting-Büros","40.7079934","-74.0110538"
"Communes dans la maîtrise de l’administration","46.783218","-71.274405"
"Commune Councils","47.7719481","35.2233149"
"CPG","40.7481054","-73.9833149"
"County Government","42.3606881","-87.8332977"
"Critères","45.1896732","5.7098642"
"Côte","40.7410477","-73.9914288"
"Consultants E","51.68102","-3.9433573"
"Côte","40.7410477","-73.9914288"
"Delta Do parnaíba","-2.9101342","-41.7354987"
"Diesel","37.225526","-93.252147"
"deutschtürkischen","51.4478645","6.8629972"
"District Director","43.648042","-79.392714"
"Dienst","50.9282685","5.9432448"
"die Schweiz","46.818188","8.227512"
"demokratisch Volksrepublik Laos","13.7606967","100.6118381"
"Di","36.1017113","-95.9117917"
"Development Profil","52.4333336","-1.8460909"
"Di","36.1017113","-95.9117917"
"Distrikt Brcko","44.8405944","18.742153"
"Déclaration de Paris","48.831266","2.3406039"
"Direktor","50.8364099","12.931925"
"Documentacion","38.8526132","-77.0430394"
"District Water and Sanitation Team","39.6414461","-106.3942409"
"Donau","46.3219325","18.3950715"
"Donautal","48.0489241","8.9720933"
"Distriktebene","47.03376","10.32218"
"Distriktverwaltungen","52.3666969","4.8945398"
"De l’autre","45.823258","0.796139"
"darüberhinaus","51.143541","11.78619"
"Decreto Supremo","41.3945247","-87.3591069"
"Distrito","39.9559103","-75.2018672"
"Despite","61.3615415","23.7951455"
"dezentral","36.488805","-4.959653"
"Dienst","50.9282685","5.9432448"
"Denis","43.287788","-0.817558"
"Dolmetscherin","47.959325","16.2315365"
"DK 1","56.2582439","8.1551924"
"DFID Office","51.5061512","-0.1274176"
"Di","36.1017113","-95.9117917"
"die Schweiz","46.818188","8.227512"
"E.","51.4556432","7.0115552"
"Ei","48.9234808","11.3911237"
"Dori-West","41.7647927","-72.7183922"
"Drucktechnik","48.1452738","11.5474007"
"E.","51.4556432","7.0115552"
"E.P. Primary","54.8241016","-1.7454482"
"Einwohnerwesen","52.504996","13.390455"
"Drogenabhängige","49.37921","8.6749499"
"Einzelhaus","53.5494728","13.2469903"
"Eco Efficiency","43.196437","-79.835999"
"El COPARE","39.6659032","-105.024445"
"El per","40.8033872","-73.9104101"
"Données de Base","45.2162141","-74.3181599"
"el Ministerio de Salud","14.6144245","-90.5405375"
"El desarrollo del","28.6465511","-106.0596666"
"Elaboración","-9.0913122","-78.5741007"
"El-Mina","5.1053378","-1.3421032"
"E-Mail-Adressen","51.88097","8.21623"
"Dr Regine Meyer","40.1376782","-82.9466612"
"el","31.7618778","-106.4850217"
"El ANJ","40.8520803","-73.90976"
"el Ministerio del Interior","4.6008082","-74.0751117"
"El Ministerio Público","31.859577","-116.606428"
"El TUPA","29.1921225","-96.2766426"
"east Region","43.2216826","-79.7743945"
"ECOWAS-Region","10.8675517","-1.07656"
"eh","24.215527","-12.885834"
"El establecimiento","39.9984035","-82.8859325"
"El ICF Y","14.7727195","-88.7839884"
"el C3","33.3366101","-86.7915015"
"El C3","33.3366101","-86.7915015"
"Effizienz","38.0558375","-1.2441478"
"el Ministerio de Planificación del Desarrollo a","-16.4987146","-68.1351182"
"DTA","42.3528002","-71.0619683"
"El Salvador Y Honduras","13.8661957","-89.0561532"
"Eisenberg","50.9686064","11.8926466"
"Eaux Usées","48.1092054","-77.8636857"
"Dura","49.846226","2.268329"
"Eco-Emploi","46.0793485","-71.9553101"
"E-pol","47.6463888","18.6370513"
"Ehem","52.7634578","9.9165954"
"El Maga","32.7549865","-117.1365645"
"El POA","4.7439306","-74.0953653"
"El Programa","45.5202337","-122.4343478"
"El Progreso","33.7143654","-84.3683048"
"El Kasbah","35.786857","-5.813812"
"eurostat","51.4196396","-0.182789"
"ferganatal","40.7397815","71.5723953"
"Entwurf","51.5372319","-0.0786444"
"Fasos","42.941924","-78.906403"
"Entwicklungszusammenarbeit “","48.1366073","16.302862"
"Eschborner","50.1467469","8.5614555"
"Faculdade de Tecnologia","-3.0891114","-59.9636402"
"Entbindung","49.0725923","9.0614481"
"Elías","36.147472","-95.991879"
"Energieverbraucher","52.53274","13.45221"
"En el campo de la","21.8223601","-82.8667965"
"En qué","40.7668117","-73.9620469"
"Erzeugergemeinschaft","48.4065","13.30074"
"Fairneß","56.3680628","-3.960811"
"Erzeugergemeinschaft","48.4065","13.30074"
"EU-Ebene","50.7435162","6.7055426"
"Energiecontracting","46.9575423","15.8798973"
"ESCOs","43.446401","-1.000204"
"En el","42.6738489","-71.1456349"
"En qué","40.7668117","-73.9620469"
"En el","42.6738489","-71.1456349"
"Electriques et Electroniques","45.567868","-73.6213581"
"Etape","45.2117689","5.858604"
"Energiemanager","52.361946","4.977583"
"FEC","38.896263","-77.0254082"
"Est","45.5303423","-73.5630116"
"Erde","46.2379665","7.2900686"
"En   el","42.6738489","-71.1456349"
"Estados Unidos","37.09024","-95.712891"
"Exp","43.733021","-79.68901"
"Expo Real","48.13554","11.692295"
"Feldafing","47.9463712","11.2889245"
"Exams","36.0935254","-96.0112009"
"En el","42.6738489","-71.1456349"
"Energieholz","51.726071","11.256898"
"Fara","37.0193548","-7.9304397"
"Est","45.5303423","-73.5630116"
"Embajada de Suecia","59.3263798","18.0981475"
"EU-Fonds","50.02194","1.437135"
"Excel","48.2127925","-96.1837464"
"eng","52.3555177","-1.1743197"
"Expertise","50.8757444","4.699831"
"En el","42.6738489","-71.1456349"
"Ferganatal","40.7397815","71.5723953"
"EU-Ebene","50.7435162","6.7055426"
"Erneuerbare-Energien","52.550688","13.4611975"
"ENAREF","12.3912671","-1.479774"
"Entretiens","45.5350836","-73.5825811"
"Environ","41.6045635","-70.4902863"
"Fehler","52.5567956","13.5727886"
"eng","52.3555177","-1.1743197"
"Erde","46.2379665","7.2900686"
"Fachpla-ner","51.4466","6.9977"
"En el","42.6738489","-71.1456349"
"Evidence","38.9704706","-94.7668125"
"Fachplanern","51.4466","6.9977"
"Feldafing","47.9463712","11.2889245"
"Expertenpool","51.4556479","7.0057375"
"F-Gasen","47.3836942","15.5708839"
"EU-India","28.5790202","77.1679486"
"EU-Indien","17.419737","78.51733"
"Escuela","29.4117322","-98.5492728"
"Está","30.9874036","-85.646044"
"Frankfurt School of finance","50.1329541","8.6808203"
"filles","46.8769555","-71.094095"
"filles     garçons","40.76036","-73.969578"
"georgetown","38.9076089","-77.0722585"
"Gauting","48.0696838","11.3784087"
"fira","36.4166485","25.432447"
"fira","36.4166485","25.432447"
"Gauting","48.0696838","11.3784087"
"Fluency","40.7033453","-74.0128384"
"flicken","52.2076292","8.9278376"
"Gebern/Partnern","54.080155","12.136586"
"Flughafen","50.041381","8.5800547"
"Fig","32.7823508","-79.9315748"
"German Water Partnership","52.5229541","13.3807496"
"Fördermittel","52.2075911","8.8034598"
"Fortbildung/Qualifizierung","51.58075","6.74668"
"Germano","40.408333","-80.947222"
"Germano-Burkinabée","12.3949947","-1.4869407"
"Finances","37.5339183","-95.8262984"
"Gebäudehülle","47.0144067","9.5009133"
"Francia","37.09024","-95.712891"
"Gestión","45.5364653","-73.6146713"
"Gesundheitswesen","47.5601667","7.5810791"
"ghanaischen Regierung","51.9809976","4.3452968"
